OBJECTID,src_NAME_2,nbr_NAME_2,LENGTH,NODE_COUNT
1868,Teltow-Fläming,Elbe-Elster,55.339578437,0
1869,Teltow-Fläming,Potsdam-Mittelmark,122.996692235,0
1870,Teltow-Fläming,Wittenberg,64.3852426178,0
1871,Tirschenreuth,Bayreuth,44.4638886223,0
1872,Tirschenreuth,Neustadt an der Waldnaab,109.993702588,0
1873,Tirschenreuth,Wunsiedel im Fichtelgebirge,58.2272965315,0
1874,Traunstein,Altötting,49.9916086002,0
1875,Traunstein,Berchtesgadener Land,98.2072681833,0
1876,Traunstein,Mühldorf am Inn,35.6749446768,0
1877,Traunstein,Rosenheim,134.350352245,0
1878,Trier,Trier-Saarburg,111.458403758,0
1879,Trier-Saarburg,Bernkastel-Wittlich,89.5543765416,0
1880,Trier-Saarburg,Birkenfeld,10.8101815831,0
1881,Trier-Saarburg,Eifelkreis Bitburg-Prüm,43.2675120919,0
1882,Trier-Saarburg,Merzig-Wadern,76.1921781705,0
1883,Trier-Saarburg,St. Wendel,25.8848077382,0
1884,Trier-Saarburg,Trier,111.458403758,0
1885,Tübingen,Böblingen,71.5594729954,0
1886,Tübingen,Calw,3.8903746894,0
1887,Tübingen,Freudenstadt,27.8666687572,0
1888,Tübingen,Reutlingen,57.2706836706,0
1889,Tübingen,Zollernalbkreis,55.8347397949,0
1890,Tuttlingen,Konstanz,71.5489957887,0
1891,Tuttlingen,Rottweil,25.0810373937,0
1892,Tuttlingen,Schwarzwald-Baar-Kreis,51.9124849438,0
1893,Tuttlingen,Sigmaringen,43.2999620025,0
1894,Tuttlingen,Zollernalbkreis,33.6250436199,0
1895,Uckermark,Barnim,126.308144235,0
1896,Uckermark,Mecklenburgische Seenplatte,96.1857312635,0
1897,Uckermark,Oberhavel,73.1961354604,0
1898,Uckermark,Vorpommern-Greifswald,168.021808041,0
1899,Uelzen,Altmarkkreis Salzwedel,16.0029084267,0
1900,Uelzen,Celle,36.0330025834,0
1901,Uelzen,Gifhorn,42.7482470464,0
1902,Uelzen,Heidekreis,37.7706482161,0
1903,Uelzen,Lüchow-Dannenberg,69.1339784952,0
1904,Uelzen,Lüneburg,97.8849332413,0
1905,Ulm,Alb-Donau-Kreis,91.1727214512,0
1906,Ulm,Neu-Ulm,25.2055411843,0
1907,Unna,Coesfeld,60.1630061977,0
1908,Unna,Dortmund,66.2880075673,0
1909,Unna,Hagen,12.8726270799,0
1910,Unna,Hamm,46.3018601416,0
1911,Unna,Märkischer Kreis,42.9230954039,0
1912,Unna,Recklinghausen,19.6097745719,0
1913,Unna,Soest,16.2372317767,0
1914,Unstrut-Hainich-Kreis,Eichsfeld,60.1896695638,0
1915,Unstrut-Hainich-Kreis,Gotha,43.6157319575,0
1916,Unstrut-Hainich-Kreis,Kyffhäuserkreis,73.9908601926,0
1917,Unstrut-Hainich-Kreis,Sömmerda,21.0446022923,0
1918,Unstrut-Hainich-Kreis,Wartburgkreis,79.7626573439,0
1919,Unstrut-Hainich-Kreis,Werra-Meißner-Kreis,11.3688827048,0
1920,Unterallgäu,Augsburg,51.0368821964,0
1921,Unterallgäu,Biberach,18.2383708743,0
1922,Unterallgäu,Günzburg,66.0806401984,0
1923,Unterallgäu,Memmingen,68.6513072024,0
1924,Unterallgäu,Neu-Ulm,34.9799669324,0
1925,Unterallgäu,Oberallgäu,34.3326228965,0
1926,Unterallgäu,Ostallgäu,99.9010633556,0
1927,Unterallgäu,Ravensburg,32.6050797147,0
1928,Vechta,Cloppenburg,56.9690964171,0
1929,Vechta,Diepholz,59.0817946648,0
1930,Vechta,Oldenburg,35.1430984899,0
1931,Vechta,Osnabrück,77.6990311019,0
1932,Verden,Bremen,31.3237867344,0
1933,Verden,Diepholz,47.9644366913,0
1934,Verden,Heidekreis,44.8418831293,0
1935,Verden,Nienburg (Weser),59.0785698848,0
1936,Verden,Osterholz,13.075721648,0
1937,Verden,Rotenburg (Wümme),103.82732589,0
1938,Viersen,Heinsberg,16.2128010632,0
1939,Viersen,Kleve,39.2083807922,0
1940,Viersen,Krefeld,36.6994092884,0
1941,Viersen,Mönchengladbach,34.4404571582,0
1942,Viersen,Rhein-Kreis Neuss,22.3591191668,0
1943,Viersen,Wesel,3.59234755605,0
1944,Vogelsbergkreis,Fulda,88.9291449532,0
1945,Vogelsbergkreis,Gießen,62.3509468252,0
1946,Vogelsbergkreis,Hersfeld-Rotenburg,33.3373696091,0
1947,Vogelsbergkreis,Main-Kinzig-Kreis,44.836823632,0
1948,Vogelsbergkreis,Marburg-Biedenkopf,39.9960348567,0
1949,Vogelsbergkreis,Schwalm-Eder-Kreis,47.8179001912,0
1950,Vogelsbergkreis,Wetteraukreis,46.8796823322,0
1951,Vogtlandkreis,Erzgebirgskreis,34.4563030231,0
1952,Vogtlandkreis,Greiz,97.8217824615,0
1953,Vogtlandkreis,Hof,45.827785917,0
1954,Vogtlandkreis,Saale-Orla-Kreis,58.4290678942,0
1955,Vogtlandkreis,Zwickau,49.2667067017,0
1956,Vorpommern-Greifswald,Mecklenburgische Seenplatte,212.475834123,0
1957,Vorpommern-Greifswald,Uckermark,168.021808041,0
1958,Vorpommern-Greifswald,Vorpommern-Rügen,70.6540436064,0
1959,Vorpommern-Rügen,Mecklenburgische Seenplatte,22.8906944794,0
1960,Vorpommern-Rügen,Rostock,102.661140055,0
1961,Vorpommern-Rügen,Vorpommern-Greifswald,70.6540436064,0
1962,Vulkaneifel,Ahrweiler,39.6293573012,0
1963,Vulkaneifel,Bernkastel-Wittlich,45.9456347113,0
1964,Vulkaneifel,Cochem-Zell,49.3601309127,0
1965,Vulkaneifel,Eifelkreis Bitburg-Prüm,83.849754596,0
1966,Vulkaneifel,Euskirchen,86.4014775237,0
1967,Vulkaneifel,Mayen-Koblenz,30.6190016742,0
1968,Waldeck-Frankenberg,Hochsauerlandkreis,153.466924739,0
1969,Waldeck-Frankenberg,Höxter,30.0546140774,0
1970,Waldeck-Frankenberg,Kassel,70.5038354024,0
1971,Waldeck-Frankenberg,Marburg-Biedenkopf,76.5088682622,0
1972,Waldeck-Frankenberg,Schwalm-Eder-Kreis,57.721122711,0
1973,Waldeck-Frankenberg,Siegen-Wittgenstein,32.3051857163,0
1974,Waldshut,Breisgau-Hochschwarzwald,84.7528076583,0
1975,Waldshut,Lörrach,50.0577971266,0
1976,Waldshut,Schwarzwald-Baar-Kreis,23.6518815183,0
1977,Warendorf,Coesfeld,23.0977336883,0
1978,Warendorf,Gütersloh,76.6169127821,0
1979,Warendorf,Hamm,33.0495037937,0
1980,Warendorf,Münster,60.1652837451,0
1981,Warendorf,Osnabrück,29.7050025556,0
1982,Warendorf,Soest,65.4663316982,0
1983,Warendorf,Steinfurt,26.6708615383,0
1984,Wartburgkreis,Eisenach,86.9365841381,0
1985,Wartburgkreis,Fulda,59.3184991366,0
1986,Wartburgkreis,Gotha,59.2902985724,0
1987,Wartburgkreis,Hersfeld-Rotenburg,97.1073300958,0
1988,Wartburgkreis,Schmalkalden-Meiningen,94.7552140094,0
1989,Wartburgkreis,Unstrut-Hainich-Kreis,79.7626573439,0
1990,Wartburgkreis,Werra-Meißner-Kreis,81.4047078605,0
1991,Weiden in der Oberpfalz,Neustadt an der Waldnaab,91.2881144866,0
1992,Weilheim-Schongau,Bad Tölz-Wolfratshausen,36.8025685542,0
1993,Weilheim-Schongau,Garmisch-Partenkirchen,75.9750669402,0
1994,Weilheim-Schongau,Landsberg am Lech,78.5315804229,0
1995,Weilheim-Schongau,Ostallgäu,97.131206181,0
1996,Weilheim-Schongau,Starnberg,55.6144711609,0
1997,Weimar,Weimarer Land,82.394062879,0
1998,Weimarer Land,Burgenlandkreis,32.3569445934,0
1999,Weimarer Land,Erfurt,25.4253433244,0
2000,Weimarer Land,Ilm-Kreis,33.3883597191,0
2001,Weimarer Land,Jena,22.2029259331,0
2002,Weimarer Land,Saale-Holzland-Kreis,59.8889493593,0
2003,Weimarer Land,Saalfeld-Rudolstadt,41.5466010667,0
2004,Weimarer Land,Sömmerda,55.991288308,0
2005,Weimarer Land,Weimar,82.394062879,0
2006,Weißenburg-Gunzenhausen,Ansbach,63.6268819948,0
2007,Weißenburg-Gunzenhausen,Donau-Ries,88.5623836783,0
2008,Weißenburg-Gunzenhausen,Eichstätt,63.597669322,0
2009,Weißenburg-Gunzenhausen,Roth,72.15873986,0
2010,Werra-Meißner-Kreis,Eichsfeld,58.1075925143,0
2011,Werra-Meißner-Kreis,Eisenach,3.41666489496,0
2012,Werra-Meißner-Kreis,Göttingen,75.0583651066,0
2013,Werra-Meißner-Kreis,Hersfeld-Rotenburg,40.7307490748,0
2014,Werra-Meißner-Kreis,Kassel,68.2126483759,0
2015,Werra-Meißner-Kreis,Schwalm-Eder-Kreis,27.7485886628,0
2016,Werra-Meißner-Kreis,Unstrut-Hainich-Kreis,11.3688827048,0
2017,Werra-Meißner-Kreis,Wartburgkreis,81.4047078605,0
2018,Wesel,Borken,58.7001104817,0
2019,Wesel,Bottrop,15.1551278367,0
2020,Wesel,Duisburg,56.8185685608,0
2021,Wesel,Kleve,134.174081844,0
2022,Wesel,Krefeld,14.3483325444,0
2023,Wesel,Oberhausen,10.4785814255,0
2024,Wesel,Recklinghausen,21.573816018,0
2025,Wesel,Viersen,3.59234755605,0
2026,Wesermarsch,Ammerland,39.6324902096,0
2027,Wesermarsch,Bremen,27.1368526771,0
2028,Wesermarsch,Bremerhaven,4.53285843263,0
2029,Wesermarsch,Cuxhaven,11.8175302833,0
2030,Wesermarsch,Delmenhorst,2.64507121977,0
2031,Wesermarsch,Friesland,11.0135286806,0
2032,Wesermarsch,Oldenburg,49.144406973,0
2033,Wesermarsch,Oldenburg (Kreisfreie Stadt),7.90177952932,0
2034,Wesermarsch,Osterholz,16.131483822,0
2035,Westerwaldkreis,Altenkirchen (Westerwald),85.086970435,0
2036,Westerwaldkreis,Koblenz,5.78197398075,0
2037,Westerwaldkreis,Lahn-Dill-Kreis,16.4969989395,0
2038,Westerwaldkreis,Limburg-Weilburg,57.5976346616,0
2039,Westerwaldkreis,Mayen-Koblenz,31.6866432941,0
2040,Westerwaldkreis,Neuwied,55.4120171417,0
2041,Westerwaldkreis,Rhein-Lahn-Kreis,71.6819536691,0
2042,Westerwaldkreis,Siegen-Wittgenstein,11.1023914827,0
2043,Wetteraukreis,Frankfurt am Main,22.4247676657,0
2044,Wetteraukreis,Gießen,89.7468910304,0
2045,Wetteraukreis,Hochtaunuskreis,59.2752450022,0
2046,Wetteraukreis,Lahn-Dill-Kreis,11.2816754037,0
2047,Wetteraukreis,Main-Kinzig-Kreis,116.949205302,0
2048,Wetteraukreis,Vogelsbergkreis,46.8796823322,0
2049,Wiesbaden,Groß-Gerau,4.87457653245,0
2050,Wiesbaden,Main-Taunus-Kreis,36.7777663501,0
2051,Wiesbaden,Mainz,12.2364870504,0
2052,Wiesbaden,Mainz-Bingen,1.6678273653,0
2053,Wiesbaden,Rheingau-Taunus-Kreis,45.7994595335,0
2054,Wilhelmshaven,Friesland,43.6826291607,0
2055,Wittenberg,Anhalt-Bitterfeld,76.7925663573,0
2056,Wittenberg,Dessau-Roßlau,51.901601794,0
2057,Wittenberg,Elbe-Elster,55.6867142452,0
2058,Wittenberg,Nordsachsen,82.8149434795,0
2059,Wittenberg,Potsdam-Mittelmark,54.1384363735,0
2060,Wittenberg,Teltow-Fläming,64.3852426178,0
2061,Wittmund,Aurich,122.178974731,0
2062,Wittmund,Friesland,89.8597275558,0
2063,Wittmund,Leer,7.13395170133,0
2064,Wolfenbüttel,Braunschweig,31.6434948878,0
2065,Wolfenbüttel,Goslar,36.579532542,0
2066,Wolfenbüttel,Harz,34.7712499094,0
2067,Wolfenbüttel,Helmstedt,68.4474777828,0
2068,Wolfenbüttel,Hildesheim,38.5575301623,0
2069,Wolfenbüttel,Salzgitter,68.134348914,0
2070,Wolfsburg,Gifhorn,50.5567161603,0
2071,Wolfsburg,Helmstedt,71.6942078989,0
2072,Worms,Alzey-Worms,48.4496254701,0
2073,Worms,Bad Dürkheim,3.26552860746,0
2074,Worms,Bergstraße,24.3439300162,0
2075,Worms,Rhein-Pfalz-Kreis,17.630723145,0
2076,Wunsiedel im Fichtelgebirge,Bayreuth,29.6606984574,0
2077,Wunsiedel im Fichtelgebirge,Hof,65.7634583411,0
2078,Wunsiedel im Fichtelgebirge,Tirschenreuth,58.2272965315,0
2079,Wuppertal,Ennepe-Ruhr-Kreis,33.081231168,0
2080,Wuppertal,Mettmann,33.0231401981,0
2081,Wuppertal,Oberbergischer Kreis,6.66031349971,0
2082,Wuppertal,Remscheid,26.2593414416,0
2083,Wuppertal,Solingen,15.8499331071,0
2084,Würzburg,Kitzingen,75.6686036941,0
2085,Würzburg,Main-Spessart,72.770216057,0
2086,Würzburg,Main-Tauber-Kreis,155.191383624,0
2087,Würzburg,Neustadt an der Aisch-Bad Windsheim,15.7393755389,0
2088,Würzburg,Schweinfurt,29.6846213437,0
2089,Würzburg,Würzburg (Kreisfreie Stadt),83.6460900677,0
2090,Würzburg (Kreisfreie Stadt),Würzburg,83.6460900677,0
2091,Zollernalbkreis,Freudenstadt,8.85186220201,0
2092,Zollernalbkreis,Reutlingen,31.4719033254,0
2093,Zollernalbkreis,Rottweil,60.6270007934,0
2094,Zollernalbkreis,Sigmaringen,67.683811599,0
2095,Zollernalbkreis,Tübingen,55.8347397949,0
2096,Zollernalbkreis,Tuttlingen,33.6250436199,0
2097,Zweibrücken,Saarpfalz-Kreis,33.8248339301,0
2098,Zweibrücken,Südwestpfalz,41.1801907653,0
2099,Zwickau,Altenburger Land,70.7793657314,0
2100,Zwickau,Chemnitz,25.2633479135,0
2101,Zwickau,Erzgebirgskreis,95.3543141497,0
2102,Zwickau,Greiz,42.1052550161,0
2103,Zwickau,Mittelsachsen,26.7713811885,0
2104,Zwickau,Vogtlandkreis,49.2667067017,0
